customer_id,order_id,order_date,product_name,product_category,quantity_sold,unit_price,location,Total_price,payment_method
27,11,1/1/2022,Sunglasses,Clothing,10,50.00,San Francisco,500.00,redit Card
28,11,1/1/2022,Sunglasses,Clothing,15,50.00,New York,750.00,credit Card
29,11,1/1/2022,Sunglasses,Clothing,2,50.00,New York,100.00,Cash
30,12,1/1/2022,Laptop Pro,Electronics,1,1000.00,New York,1000.00,PayPal
31,12,1/1/2022,Designer Jeans,Clothing,2,80.00,New York,160.00,Cash
32,12,1/1/2022,Wireless Earbuds,Electronics,3,100.00,Los Angeles,300.00,redit Card
33,12,1/1/2022,Organic Coffee Beans,Food,5,10.00,Los Angeles,50.00,Cash
34,13,1/1/2022,LED TV 4K,Electronics,4,800.00,Los Angeles,3200.00,PayPal
35,14,1/1/2022,Home Security Camera,Electronics,8,150.00,Los Angeles,1200.00,PayPal
36,15,1/1/2022,Gaming Console,Electronics,9,400.00,Los Angeles,3600.00,PayPal
37,15,1/1/2022,Handcrafted Jewelry,Clothing,7,200.00,Los Angeles,1400.00,PayPal
38,15,1/1/2022,Gourmet Chocolate Box,Food,2,15.00,Los Angeles,30.00,Cash
39,15,1/1/2022,Smart Phone X,Electronics,10,500.00,New York,5000.00,PayPal
40,16,1/1/2022,Smart Phone X,Electronics,25,500.00,New York,12500.00,PayPal
41,16,1/1/2022,Sunglasses,Clothing,15,50.00,New York,750.00,credit Card
42,16,1/1/2022,Sunglasses,Clothing,24,50.00,New York,1200.00,PayPal
43,17,1/1/2022,Fitness Tracker,Electronics,20,100.00,New York,2000.00,PayPal
44,17,1/1/2022,Wireless Earbuds,Electronics,2,100.00,New York,200.00,Cash
45,17,1/1/2022,LED TV 4K,Electronics,2,800.00,New York,1600.00,PayPal
46,17,1/1/2022,Home Security Camera,Electronics,20,150.00,New York,3000.00,PayPal
47,17,1/1/2022,Gourmet Chocolate Box,Food,18,15.00,New York,270.00,Cash
48,17,1/1/2022,Smart Phone X,Electronics,2,500.00,Chicago,1000.00,PayPal
49,17,1/1/2022,Smart Phone X,Electronics,2,500.00,Chicago,1000.00,PayPal
50,17,1/1/2022,Sunglasses,Clothing,20,50.00,Chicago,1000.00,PayPal
51,17,1/1/2022,Laptop Pro,Electronics,1,1000.00,Chicago,1000.00,PayPal
52,17,1/1/2022,Designer Jeans,Clothing,20,80.00,Chicago,1600.00,PayPal
53,18,1/1/2022,Wireless Earbuds,Electronics,2,100.00,Chicago,200.00,Cash
54,19,1/1/2022,Organic Coffee Beans,Food,15,10.00,Houston,150.00,Cash
55,19,1/1/2022,LED TV 4K,Electronics,2,800.00,Houston,1600.00,PayPal
56,20,1/1/2022,Home Security Camera,Electronics,10,150.00,Houston,1500.00,PayPal
57,20,1/1/2022,Gaming Console,Electronics,2,400.00,Chicago,800.00,PayPal
58,21,1/1/2022,Handcrafted Jewelry,Clothing,10,200.00,Chicago,2000.00,PayPal
59,22,1/1/2022,Gourmet Chocolate Box,Food,20,15.00,Chicago,300.00,redit Card
60,22,1/1/2022,Smart Phone X,Electronics,2,500.00,Chicago,9000.00,PayPal
61,22,1/1/2022,Smart Phone X,Electronics,3,500.00,Houston,1000.00,PayPal
62,23,1/1/2022,Sunglasses,Clothing,5,50.00,Houston,100.00,Cash
63,24,1/1/2022,Sunglasses,Clothing,4,50.00,Houston,1000.00,PayPal
64,24,1/1/2022,Fitness Tracker,Electronics,8,100.00,Chicago,100.00,Cash
65,24,1/1/2022,Wireless Earbuds,Electronics,9,100.00,Chicago,2000.00,PayPal
66,24,1/1/2022,LED TV 4K,Electronics,7,800.00,Chicago,1600.00,PayPal
67,25,1/1/2022,Home Security Camera,Electronics,2,150.00,Chicago,2250.00,PayPal
68,25,1/1/2022,Gourmet Chocolate Box,Food,10,15.00,New York,30.00,Cash
69,26,1/1/2022,Smart Phone X,Electronics,25,500.00,New York,5000.00,PayPal
70,26,1/1/2022,Smart Phone X,Electronics,15,500.00,New York,1000.00,PayPal
71,27,1/1/2022,Sunglasses,Clothing,24,50.00,New York,500.00,redit Card
72,27,1/1/2022,Laptop Pro,Electronics,20,1000.00,New York,20000.00,PayPal
73,27,1/1/2022,Designer Jeans,Clothing,2,80.00,New York,2000.00,PayPal
74,28,1/1/2022,Wireless Earbuds,Electronics,2,100.00,Houston,1500.00,PayPal
75,29,1/1/2022,Organic Coffee Beans,Food,20,10.00,Houston,240.00,Cash
76,30,1/1/2022,LED TV 4K,Electronics,18,800.00,Houston,16000.00,PayPal
77,31,1/1/2022,Home Security Camera,Electronics,2,150.00,Houston,300.00,redit Card
78,31,1/1/2022,Gaming Console,Electronics,2,400.00,Houston,800.00,PayPal
79,32,1/1/2022,Handcrafted Jewelry,Clothing,20,200.00,Houston,4000.00,PayPal
80,32,1/1/2022,Gourmet Chocolate Box,Food,1,15.00,New York,270.00,Cash
81,32,1/1/2022,Smart Phone X,Electronics,20,500.00,Los Angeles,1000.00,PayPal
82,32,1/1/2022,Smart Phone X,Electronics,2,500.00,Chicago,1000.00,PayPal
83,33,1/1/2022,Sunglasses,Clothing,15,50.00,Houston,1000.00,PayPal
84,33,1/1/2022,Sunglasses,Clothing,2,50.00,San Francisco,50.00,Cash
85,34,1/1/2022,Fitness Tracker,Electronics,10,100.00,New York,2000.00,PayPal
86,35,1/1/2022,Wireless Earbuds,Electronics,2,100.00,Chicago,200.00,Cash
87,35,1/1/2022,LED TV 4K,Electronics,10,800.00,Los Angeles,12000.00,PayPal
88,35,1/1/2022,Home Security Camera,Electronics,20,150.00,Houston,300.00,redit Card
89,35,1/1/2022,Gourmet Chocolate Box,Food,25,15.00,San Francisco,150.00,Cash
90,36,1/1/2022,Smart Phone X,Electronics,15,500.00,New York,1000.00,PayPal
91,36,1/1/2022,Smart Phone X,Electronics,24,500.00,Los Angeles,5000.00,PayPal
92,37,1/1/2022,Sunglasses,Clothing,20,50.00,Los Angeles,1000.00,PayPal
93,37,1/1/2022,Laptop Pro,Electronics,2,1000.00,Chicago,2000.00,PayPal
94,38,1/1/2022,Designer Jeans,Clothing,2,80.00,Chicago,240.00,Cash
95,38,1/1/2022,Wireless Earbuds,Electronics,20,100.00,San Francisco,200.00,Cash
96,39,1/1/2022,Organic Coffee Beans,Food,18,10.00,New York,150.00,Cash
97,40,1/1/2022,LED TV 4K,Electronics,2,800.00,Houston,1600.00,PayPal
98,40,1/1/2022,Home Security Camera,Electronics,2,150.00,San Francisco,300.00,redit Card
99,41,1/1/2022,Gaming Console,Electronics,20,400.00,New York,8000.00,PayPal
100,41,1/1/2022,Handcrafted Jewelry,Clothing,1,200.00,Los Angeles,200.00,Cash
101,42,1/1/2022,Gourmet Chocolate Box,Food,20,15.00,Chicago,300.00,redit Card
102,42,1/1/2022,Smart Phone X,Electronics,2,500.00,Chicago,1000.00,PayPal
103,42,1/1/2022,Smart Phone X,Electronics,15,500.00,San Francisco,7500.00,PayPal
104,42,1/1/2022,Sunglasses,Clothing,2,50.00,San Francisco,100.00,Cash
105,43,1/1/2022,Sunglasses,Clothing,10,50.00,San Francisco,500.00,redit Card
106,43,1/1/2022,Fitness Tracker,Electronics,2,100.00,San Francisco,200.00,Cash
107,43,1/1/2022,Wireless Earbuds,Electronics,10,100.00,New York,1000.00,PayPal
108,44,1/1/2022,LED TV 4K,Electronics,20,800.00,New York,16000.00,PayPal
109,45,1/1/2022,Home Security Camera,Electronics,2,150.00,New York,300.00,redit Card
110,45,1/1/2022,Gourmet Chocolate Box,Food,3,15.00,New York,45.00,Cash
111,45,1/1/2022,Smart Phone X,Electronics,2,500.00,Los Angeles,1000.00,PayPal
112,46,1/1/2022,Smart Phone X,Electronics,15,500.00,Los Angeles,7500.00,PayPal
113,46,1/1/2022,Sunglasses,Clothing,2,50.00,Los Angeles,100.00,Cash
114,46,1/1/2022,Laptop Pro,Electronics,5,1000.00,Los Angeles,5000.00,PayPal
115,47,1/1/2022,Designer Jeans,Clothing,5,80.00,Los Angeles,400.00,redit Card
116,47,1/1/2022,Wireless Earbuds,Electronics,2,100.00,Los Angeles,200.00,Cash
117,48,1/1/2022,Organic Coffee Beans,Food,3,10.00,Los Angeles,30.00,Cash
118,48,1/1/2022,LED TV 4K,Electronics,2,800.00,New York,1600.00,PayPal
119,48,1/1/2022,Home Security Camera,Electronics,15,150.00,New York,2250.00,PayPal
120,48,1/1/2022,Gaming Console,Electronics,2,400.00,New York,800.00,PayPal
121,49,1/1/2022,Handcrafted Jewelry,Clothing,5,200.00,New York,1000.00,PayPal
122,50,1/1/2022,Gourmet Chocolate Box,Food,25,15.00,New York,375.00,redit Card
123,51,1/1/2022,Smart Phone X,Electronics,5,500.00,New York,2500.00,PayPal
124,51,1/1/2022,Smart Phone X,Electronics,18,500.00,New York,9000.00,PayPal
125,52,1/1/2022,Sunglasses,Clothing,4,50.00,New York,200.00,Cash
126,52,1/1/2022,Sunglasses,Clothing,5,50.00,New York,250.00,Cash
127,52,1/1/2022,Fitness Tracker,Electronics,10,100.00,Chicago,1000.00,PayPal
128,53,1/1/2022,Wireless Earbuds,Electronics,4,100.00,Chicago,400.00,redit Card
129,53,1/1/2022,LED TV 4K,Electronics,1,800.00,Chicago,800.00,PayPal
130,54,1/1/2022,Home Security Camera,Electronics,2,150.00,Chicago,300.00,redit Card
131,54,1/1/2022,Gourmet Chocolate Box,Food,2,15.00,Chicago,30.00,Cash
132,55,1/1/2022,Smart Phone X,Electronics,5,500.00,Chicago,2500.00,PayPal
133,55,1/1/2022,Smart Phone X,Electronics,18,500.00,Houston,9000.00,PayPal
134,56,1/1/2022,Sunglasses,Clothing,4,50.00,Houston,200.00,Cash
135,56,1/1/2022,Laptop Pro,Electronics,5,1000.00,Houston,5000.00,PayPal
136,56,1/1/2022,Designer Jeans,Clothing,10,80.00,Chicago,800.00,PayPal
137,57,1/1/2022,Wireless Earbuds,Electronics,1,100.00,Chicago,100.00,Cash
138,58,1/1/2022,Organic Coffee Beans,Food,3,10.00,Chicago,30.00,Cash
139,58,1/1/2022,LED TV 4K,Electronics,10,800.00,Chicago,8000.00,PayPal
140,59,1/1/2022,Home Security Camera,Electronics,4,150.00,Houston,600.00,credit Card
141,59,1/1/2022,Gaming Console,Electronics,10,400.00,Houston,4000.00,PayPal
142,59,1/1/2022,Handcrafted Jewelry,Clothing,10,200.00,Houston,2000.00,PayPal
143,60,1/1/2022,Gourmet Chocolate Box,Food,15,15.00,Chicago,225.00,Cash
144,60,1/1/2022,Smart Phone X,Electronics,2,500.00,Chicago,1000.00,PayPal
145,61,1/1/2022,Smart Phone X,Electronics,1,500.00,Chicago,500.00,redit Card
146,61,1/1/2022,Sunglasses,Clothing,2,50.00,Chicago,100.00,Cash
147,62,1/1/2022,Sunglasses,Clothing,3,50.00,New York,150.00,Cash
148,62,1/1/2022,Fitness Tracker,Electronics,5,100.00,New York,500.00,redit Card
149,63,1/1/2022,Wireless Earbuds,Electronics,4,100.00,New York,400.00,redit Card
150,64,1/1/2022,LED TV 4K,Electronics,8,800.00,New York,6400.00,PayPal
151,65,1/1/2022,Home Security Camera,Electronics,9,150.00,New York,1350.00,PayPal
152,65,1/1/2022,Gourmet Chocolate Box,Food,7,15.00,New York,105.00,Cash
153,65,1/1/2022,Smart Phone X,Electronics,2,500.00,Houston,1000.00,PayPal
154,65,1/1/2022,Smart Phone X,Electronics,10,500.00,Houston,5000.00,PayPal
155,66,1/1/2022,Sunglasses,Clothing,25,50.00,Houston,1250.00,PayPal
156,66,1/1/2022,Laptop Pro,Electronics,15,1000.00,Houston,15000.00,PayPal
157,67,1/1/2022,Designer Jeans,Clothing,24,80.00,Houston,1920.00,PayPal
158,68,1/1/2022,Wireless Earbuds,Electronics,20,100.00,Houston,2000.00,PayPal
159,68,1/1/2022,Organic Coffee Beans,Food,2,10.00,New York,20.00,Cash
160,68,1/1/2022,LED TV 4K,Electronics,2,800.00,Los Angeles,1600.00,PayPal
161,69,1/1/2022,Home Security Camera,Electronics,20,150.00,Chicago,3000.00,PayPal
162,70,1/2/2022,Gaming Console,Electronics,18,400.00,Houston,7200.00,PayPal
163,70,1/2/2022,Handcrafted Jewelry,Clothing,2,200.00,San Francisco,400.00,redit Card
164,71,1/2/2022,Gourmet Chocolate Box,Food,2,15.00,New York,30.00,Cash
165,72,1/2/2022,Smart Phone X,Electronics,20,500.00,Chicago,10000.00,PayPal
166,73,1/2/2022,Smart Phone X,Electronics,1,500.00,Los Angeles,500.00,redit Card
167,74,1/2/2022,Sunglasses,Clothing,20,50.00,Houston,1000.00,PayPal
168,74,1/2/2022,Sunglasses,Clothing,2,50.00,San Francisco,100.00,Cash
169,74,1/2/2022,Fitness Tracker,Electronics,15,100.00,New York,1500.00,PayPal
170,74,1/2/2022,Wireless Earbuds,Electronics,2,100.00,Los Angeles,200.00,Cash
171,75,1/2/2022,LED TV 4K,Electronics,10,800.00,Los Angeles,8000.00,PayPal
172,75,1/2/2022,Home Security Camera,Electronics,2,150.00,Chicago,300.00,redit Card
173,75,1/2/2022,Gourmet Chocolate Box,Food,10,15.00,Chicago,150.00,Cash
174,76,1/2/2022,Smart Phone X,Electronics,20,500.00,San Francisco,10000.00,PayPal
175,76,1/2/2022,Smart Phone X,Electronics,2,500.00,New York,1000.00,PayPal
176,76,1/2/2022,Sunglasses,Clothing,3,50.00,Houston,150.00,Cash
177,76,1/2/2022,Laptop Pro,Electronics,2,1000.00,San Francisco,2000.00,PayPal
178,77,1/2/2022,Designer Jeans,Clothing,15,80.00,New York,1200.00,PayPal
179,77,1/2/2022,Wireless Earbuds,Electronics,2,100.00,Los Angeles,200.00,Cash
180,78,1/2/2022,Organic Coffee Beans,Food,5,10.00,Chicago,50.00,Cash
181,78,1/2/2022,LED TV 4K,Electronics,25,800.00,Chicago,20000.00,PayPal
182,78,1/2/2022,Home Security Camera,Electronics,5,150.00,San Francisco,750.00,credit Card
183,78,1/2/2022,Gaming Console,Electronics,18,400.00,San Francisco,7200.00,PayPal
184,78,1/2/2022,Handcrafted Jewelry,Clothing,4,200.00,San Francisco,800.00,PayPal
185,78,1/2/2022,Gourmet Chocolate Box,Food,5,15.00,San Francisco,75.00,Cash
186,79,1/2/2022,Smart Phone X,Electronics,10,500.00,New York,5000.00,PayPal
187,79,1/2/2022,Smart Phone X,Electronics,4,500.00,New York,2000.00,PayPal
188,79,1/2/2022,Sunglasses,Clothing,1,50.00,New York,50.00,Cash
189,80,1/2/2022,Sunglasses,Clothing,2,50.00,New York,100.00,Cash
190,80,1/2/2022,Fitness Tracker,Electronics,2,100.00,Los Angeles,200.00,Cash
191,81,1/2/2022,Wireless Earbuds,Electronics,5,100.00,Los Angeles,500.00,redit Card
192,82,1/2/2022,LED TV 4K,Electronics,18,800.00,Los Angeles,14400.00,PayPal
193,82,1/2/2022,Home Security Camera,Electronics,4,150.00,Los Angeles,600.00,credit Card
194,82,1/2/2022,Gourmet Chocolate Box,Food,5,15.00,Los Angeles,75.00,Cash
195,82,1/2/2022,Smart Phone X,Electronics,10,500.00,Los Angeles,5000.00,PayPal
196,83,1/2/2022,Smart Phone X,Electronics,1,500.00,Los Angeles,500.00,redit Card
197,84,1/2/2022,Sunglasses,Clothing,3,50.00,New York,150.00,Cash
198,85,1/2/2022,Laptop Pro,Electronics,10,1000.00,New York,10000.00,PayPal
199,85,1/2/2022,Designer Jeans,Clothing,4,80.00,New York,320.00,redit Card
200,85,1/2/2022,Wireless Earbuds,Electronics,10,100.00,New York,1000.00,PayPal
201,85,1/2/2022,Organic Coffee Beans,Food,10,10.00,New York,100.00,Cash
202,86,1/2/2022,LED TV 4K,Electronics,15,800.00,New York,12000.00,PayPal
203,87,1/2/2022,Home Security Camera,Electronics,2,150.00,New York,300.00,redit Card
204,87,1/2/2022,Gaming Console,Electronics,1,400.00,New York,400.00,redit Card
205,87,1/2/2022,Handcrafted Jewelry,Clothing,2,200.00,New York,400.00,redit Card
206,87,1/2/2022,Gourmet Chocolate Box,Food,3,15.00,Chicago,45.00,Cash
207,88,1/2/2022,Smart Phone X,Electronics,5,500.00,Chicago,2500.00,PayPal
208,89,1/2/2022,Smart Phone X,Electronics,4,500.00,Chicago,2000.00,PayPal
209,89,1/2/2022,Sunglasses,Clothing,8,50.00,Chicago,400.00,redit Card
210,90,1/2/2022,Sunglasses,Clothing,9,50.00,Chicago,450.00,redit Card
211,90,1/2/2022,Fitness Tracker,Electronics,7,100.00,Chicago,700.00,credit Card
212,91,1/2/2022,Wireless Earbuds,Electronics,2,100.00,Houston,200.00,Cash
213,91,1/2/2022,LED TV 4K,Electronics,10,800.00,Houston,8000.00,PayPal
214,91,1/2/2022,Home Security Camera,Electronics,25,150.00,Houston,3750.00,PayPal
215,92,1/2/2022,Gourmet Chocolate Box,Food,15,15.00,Chicago,225.00,Cash
216,92,1/2/2022,Smart Phone X,Electronics,24,500.00,Chicago,12000.00,PayPal
217,92,1/2/2022,Smart Phone X,Electronics,20,500.00,Chicago,10000.00,PayPal
218,92,1/2/2022,Sunglasses,Clothing,2,50.00,Chicago,100.00,Cash
219,92,1/2/2022,Laptop Pro,Electronics,2,1000.00,Houston,2000.00,PayPal
220,92,1/2/2022,Designer Jeans,Clothing,20,80.00,Houston,1600.00,PayPal
221,92,1/2/2022,Wireless Earbuds,Electronics,18,100.00,Houston,1800.00,PayPal
222,92,1/2/2022,Organic Coffee Beans,Food,2,10.00,Chicago,20.00,Cash
223,92,1/2/2022,LED TV 4K,Electronics,2,800.00,Chicago,1600.00,PayPal
224,93,1/2/2022,Home Security Camera,Electronics,20,150.00,Chicago,3000.00,PayPal
225,94,1/2/2022,Gaming Console,Electronics,1,400.00,Chicago,400.00,redit Card
226,94,1/2/2022,Handcrafted Jewelry,Clothing,20,200.00,New York,4000.00,PayPal
227,95,1/2/2022,Gourmet Chocolate Box,Food,2,15.00,New York,30.00,Cash
228,95,1/2/2022,Smart Phone X,Electronics,15,500.00,New York,7500.00,PayPal
229,96,1/2/2022,Smart Phone X,Electronics,2,500.00,New York,1000.00,PayPal
230,97,1/2/2022,Sunglasses,Clothing,10,50.00,New York,500.00,redit Card
231,98,1/2/2022,Sunglasses,Clothing,2,50.00,New York,100.00,Cash
232,98,1/2/2022,Fitness Tracker,Electronics,10,100.00,Houston,1000.00,PayPal
233,99,1/2/2022,Wireless Earbuds,Electronics,20,100.00,Houston,2000.00,PayPal
234,100,1/2/2022,LED TV 4K,Electronics,2,800.00,Houston,1600.00,PayPal
235,101,1/2/2022,Home Security Camera,Electronics,3,150.00,Houston,450.00,redit Card
236,101,1/2/2022,Gourmet Chocolate Box,Food,2,15.00,Houston,30.00,Cash
237,101,1/2/2022,Smart Phone X,Electronics,15,500.00,Houston,7500.00,PayPal
238,101,1/2/2022,Smart Phone X,Electronics,2,500.00,New York,1000.00,PayPal
239,102,1/2/2022,Sunglasses,Clothing,5,50.00,Los Angeles,250.00,Cash
240,102,1/2/2022,Laptop Pro,Electronics,25,1000.00,Chicago,25000.00,PayPal
241,103,1/2/2022,Designer Jeans,Clothing,5,80.00,Houston,400.00,redit Card
242,104,1/2/2022,Wireless Earbuds,Electronics,18,100.00,San Francisco,1800.00,PayPal
243,104,1/2/2022,Organic Coffee Beans,Food,4,10.00,New York,40.00,Cash
244,104,1/2/2022,LED TV 4K,Electronics,5,800.00,Chicago,4000.00,PayPal
245,104,1/2/2022,Home Security Camera,Electronics,10,150.00,Los Angeles,1500.00,PayPal
246,105,1/2/2022,Gaming Console,Electronics,4,400.00,Houston,1600.00,PayPal
247,105,1/2/2022,Handcrafted Jewelry,Clothing,1,200.00,San Francisco,200.00,Cash
248,105,1/2/2022,Gourmet Chocolate Box,Food,2,15.00,New York,30.00,Cash
249,106,1/2/2022,Smart Phone X,Electronics,2,500.00,Los Angeles,1000.00,PayPal
250,106,1/2/2022,Smart Phone X,Electronics,5,500.00,Los Angeles,2500.00,PayPal
251,107,1/2/2022,Sunglasses,Clothing,18,50.00,Chicago,900.00,PayPal
252,107,1/2/2022,Sunglasses,Clothing,4,50.00,Chicago,200.00,Cash
253,107,1/2/2022,Fitness Tracker,Electronics,5,100.00,San Francisco,500.00,redit Card
254,107,1/2/2022,Wireless Earbuds,Electronics,10,100.00,New York,1000.00,PayPal
255,108,1/2/2022,LED TV 4K,Electronics,1,800.00,Houston,800.00,PayPal
256,108,1/2/2022,Home Security Camera,Electronics,3,150.00,San Francisco,450.00,redit Card
257,108,1/2/2022,Gourmet Chocolate Box,Food,10,15.00,New York,150.00,Cash
258,109,1/2/2022,Smart Phone X,Electronics,4,500.00,Los Angeles,2000.00,PayPal
259,109,1/2/2022,Smart Phone X,Electronics,10,500.00,Chicago,5000.00,PayPal
260,109,1/2/2022,Sunglasses,Clothing,10,50.00,Chicago,500.00,redit Card
261,109,1/2/2022,Laptop Pro,Electronics,15,1000.00,San Francisco,15000.00,PayPal
262,110,1/2/2022,Designer Jeans,Clothing,2,80.00,San Francisco,160.00,Cash
263,110,1/2/2022,Wireless Earbuds,Electronics,1,100.00,San Francisco,100.00,Cash
264,110,1/2/2022,Organic Coffee Beans,Food,2,10.00,San Francisco,20.00,Cash
265,110,1/2/2022,LED TV 4K,Electronics,3,800.00,New York,2400.00,PayPal
266,111,1/2/2022,Home Security Camera,Electronics,5,150.00,New York,750.00,credit Card
267,111,1/2/2022,Gaming Console,Electronics,4,400.00,New York,1600.00,PayPal
268,111,1/2/2022,Handcrafted Jewelry,Clothing,8,200.00,New York,1600.00,PayPal
269,111,1/2/2022,Gourmet Chocolate Box,Food,9,15.00,Los Angeles,135.00,Cash
270,112,1/2/2022,Smart Phone X,Electronics,7,500.00,Los Angeles,3500.00,PayPal
271,113,1/2/2022,Smart Phone X,Electronics,2,500.00,Los Angeles,1000.00,PayPal
272,113,1/2/2022,Sunglasses,Clothing,10,50.00,Los Angeles,500.00,redit Card
273,113,1/2/2022,Sunglasses,Clothing,25,50.00,Los Angeles,1250.00,PayPal
274,114,1/2/2022,Fitness Tracker,Electronics,15,100.00,Los Angeles,1500.00,PayPal
275,114,1/2/2022,Wireless Earbuds,Electronics,24,100.00,Los Angeles,2400.00,PayPal
276,115,1/2/2022,LED TV 4K,Electronics,20,800.00,New York,16000.00,PayPal
277,115,1/2/2022,Home Security Camera,Electronics,2,150.00,New York,300.00,redit Card
278,115,1/2/2022,Gourmet Chocolate Box,Food,2,15.00,New York,30.00,Cash
279,116,1/2/2022,Smart Phone X,Electronics,20,500.00,New York,10000.00,PayPal
280,117,1/2/2022,Smart Phone X,Electronics,18,500.00,New York,9000.00,PayPal
281,117,1/2/2022,Sunglasses,Clothing,2,50.00,New York,100.00,Cash
282,118,1/2/2022,Laptop Pro,Electronics,2,1000.00,New York,2000.00,PayPal
283,118,1/2/2022,Designer Jeans,Clothing,20,80.00,New York,1600.00,PayPal
284,119,1/2/2022,Wireless Earbuds,Electronics,1,100.00,New York,100.00,Cash
285,120,1/2/2022,Organic Coffee Beans,Food,20,10.00,Chicago,200.00,Cash
286,120,1/2/2022,LED TV 4K,Electronics,2,800.00,Chicago,1600.00,PayPal
287,120,1/2/2022,Home Security Camera,Electronics,15,150.00,Chicago,2250.00,PayPal
288,121,1/2/2022,Gaming Console,Electronics,2,400.00,Chicago,800.00,PayPal
289,121,1/2/2022,Handcrafted Jewelry,Clothing,10,200.00,Chicago,2000.00,PayPal
290,121,1/2/2022,Gourmet Chocolate Box,Food,2,15.00,Chicago,30.00,Cash
291,121,1/2/2022,Smart Phone X,Electronics,10,500.00,Houston,5000.00,PayPal
292,122,1/2/2022,Smart Phone X,Electronics,20,500.00,Houston,10000.00,PayPal
293,123,1/2/2022,Sunglasses,Clothing,2,50.00,Houston,100.00,Cash
294,124,1/2/2022,Sunglasses,Clothing,3,50.00,Chicago,150.00,Cash
295,124,1/2/2022,Fitness Tracker,Electronics,2,100.00,Chicago,200.00,Cash
296,124,1/2/2022,Wireless Earbuds,Electronics,15,100.00,Chicago,1500.00,PayPal
297,124,1/2/2022,LED TV 4K,Electronics,2,800.00,Chicago,1600.00,PayPal
298,125,1/2/2022,Home Security Camera,Electronics,5,150.00,Houston,750.00,credit Card
299,126,1/2/2022,Gourmet Chocolate Box,Food,25,15.00,Houston,375.00,redit Card
300,127,1/2/2022,Smart Phone X,Electronics,5,500.00,Houston,2500.00,PayPal
301,128,1/2/2022,Smart Phone X,Electronics,18,500.00,Chicago,9000.00,PayPal
302,129,1/2/2022,Sunglasses,Clothing,4,50.00,Chicago,200.00,Cash
303,129,1/2/2022,Laptop Pro,Electronics,5,1000.00,Chicago,5000.00,PayPal
304,130,1/2/2022,Designer Jeans,Clothing,10,80.00,Chicago,800.00,PayPal
305,130,1/2/2022,Wireless Earbuds,Electronics,4,100.00,New York,400.00,redit Card
306,130,1/2/2022,Organic Coffee Beans,Food,1,10.00,New York,10.00,Cash
307,130,1/2/2022,LED TV 4K,Electronics,2,800.00,New York,1600.00,PayPal
308,131,1/2/2022,Home Security Camera,Electronics,2,150.00,New York,300.00,redit Card
309,131,1/2/2022,Gaming Console,Electronics,5,400.00,New York,2000.00,PayPal
310,131,1/2/2022,Handcrafted Jewelry,Clothing,18,200.00,New York,3600.00,PayPal
311,131,1/2/2022,Gourmet Chocolate Box,Food,4,15.00,Houston,60.00,Cash
312,132,1/2/2022,Smart Phone X,Electronics,5,500.00,Houston,2500.00,PayPal
313,133,1/2/2022,Smart Phone X,Electronics,10,500.00,Houston,5000.00,PayPal
